"","index","variable","value","chain"
"148",148,"K",4.74195430239237,1
"149",149,"K",5.33588871488099,1
"150",150,"K",7.42467949611837,1
"151",151,"K",8.13280227097041,1
"152",152,"K",4.22486252832777,1
"153",153,"K",4.7593475090663,1
"154",154,"K",7.64525068279755,1
"155",155,"K",7.58072924942547,1
"156",156,"K",7.7368415913099,1
"157",157,"K",7.67426029344385,1
"158",158,"K",7.82855184621907,1
"159",159,"K",7.82939532760983,1
"160",160,"K",5.14344812689859,1
"161",161,"K",7.84888374094119,1
"162",162,"K",3.4605434134792,1
"163",163,"K",4.39867132836134,1
"164",164,"K",7.60063263537798,1
"165",165,"K",7.68943217196992,1
"166",166,"K",7.87511697260368,1
"167",167,"K",7.87968499676043,1
"168",168,"K",7.68569598512345,1
"169",169,"K",4.28477797534305,1
"170",1,"deviance",34.6889482577299,1
"171",2,"deviance",34.4673705222261,1
"172",3,"deviance",43.5648096484231,1
"173",4,"deviance",41.3397082571609,1
"174",5,"deviance",31.2185451953571,1
"175",6,"deviance",37.3200381306163,1
"176",7,"deviance",32.8071872997253,1
"177",8,"deviance",31.3725978037379,1
"178",9,"deviance",40.5620157892375,1
"179",10,"deviance",31.4036921866561,1
"180",11,"deviance",34.6553545636249,1
"181",12,"deviance",32.9135663256547,1
"182",13,"deviance",38.7516578231643,1
"183",14,"deviance",32.9155715072666,1
"184",15,"deviance",34.6958367552695,1
"185",16,"deviance",33.9980627567807,1
"186",17,"deviance",35.7710944016947,1
"187",18,"deviance",32.6952585357521,1
"188",19,"deviance",34.0901639832081,1
"189",20,"deviance",37.6540348424594,1
"190",21,"deviance",39.6704132397086,1
"191",22,"deviance",34.4888758319976,1
"192",23,"deviance",39.3513691562693,1
"193",24,"deviance",35.7253303613832,1
"194",25,"deviance",31.5728645323841,1
"195",26,"deviance",34.3903582587287,1
"196",27,"deviance",32.5213971204753,1
"197",28,"deviance",33.5879323294981,1
"198",29,"deviance",37.5432037211112,1
"199",30,"deviance",35.3677998654333,1
"200",31,"deviance",30.6767595822131,1
"201",32,"deviance",37.7889125787032,1
"202",33,"deviance",36.1218746944197,1
"203",34,"deviance",33.9225241927208,1
"204",35,"deviance",36.6225476342762,1
"205",36,"deviance",34.9938653644662,1
"206",37,"deviance",35.570138356934,1
"207",38,"deviance",31.1952786265373,1
"208",39,"deviance",35.5852544450221,1
"209",40,"deviance",30.9727408924452,1
"210",41,"deviance",34.6741524529372,1
"211",42,"deviance",31.3353001282182,1
"212",43,"deviance",34.6177575560611,1
"213",44,"deviance",33.9545521237812,1
"214",45,"deviance",32.2653488170758,1
"215",46,"deviance",36.2734094635715,1
"216",47,"deviance",32.1559061520032,1
"217",48,"deviance",30.0768386700068,1
"218",49,"deviance",35.7864932141503,1
"219",50,"deviance",31.577694260693,1
"220",51,"deviance",34.9276468640653,1
"221",52,"deviance",35.0817997292451,1
"222",53,"deviance",49.3698378625591,1
"223",54,"deviance",37.0256192842823,1
"224",55,"deviance",34.5869503960297,1
"225",56,"deviance",30.1738801803407,1
"226",57,"deviance",31.3102360637555,1
"227",58,"deviance",29.7775637450669,1
"228",59,"deviance",38.8277237062587,1
"229",60,"deviance",36.3225896307918,1
"230",61,"deviance",39.2246776671006,1
"231",62,"deviance",34.721125939942,1
"232",63,"deviance",36.8463515315704,1
"233",64,"deviance",30.9956040151192,1
"234",65,"deviance",33.2998748643385,1
"235",66,"deviance",30.9191371358254,1
"236",67,"deviance",43.6080058218228,1
"237",68,"deviance",32.7794338590415,1
"238",69,"deviance",30.508925368711,1
"239",70,"deviance",31.0890957819601,1
"240",71,"deviance",35.9379909441051,1
"241",72,"deviance",34.4704524147117,1
"242",73,"deviance",36.367263159963,1
"243",74,"deviance",31.359019968717,1
"244",75,"deviance",35.5518233392688,1
"245",76,"deviance",38.1476842337984,1
"246",77,"deviance",31.2896296763036,1
"247",78,"deviance",30.144850832428,1
"248",79,"deviance",32.6486756562557,1
"249",80,"deviance",36.7292839569223,1
"250",81,"deviance",31.7407802265948,1
"251",82,"deviance",34.4350885815564,1
"252",83,"deviance",32.3987806031194,1
"253",84,"deviance",32.5424672144173,1
"254",85,"deviance",32.4228070943491,1
"255",86,"deviance",34.0626991803071,1
"256",87,"deviance",32.9025980206154,1
"257",88,"deviance",44.9931317554461,1
"258",89,"deviance",34.569266223248,1
"259",90,"deviance",35.226574017583,1
"260",91,"deviance",41.7341246733805,1
"261",92,"deviance",31.59810060127,1
"262",93,"deviance",29.955583890348,1
"263",94,"deviance",34.2150241823594,1
"264",95,"deviance",35.0332044425877,1
"265",96,"deviance",33.6319128770014,1
"266",97,"deviance",33.1033654205553,1
"267",98,"deviance",37.2960096797208,1
"268",99,"deviance",32.6856594956585,1
"269",100,"deviance",38.7950493151961,1
"270",101,"deviance",35.5640960500769,1
"271",102,"deviance",36.796150297084,1
"272",103,"deviance",40.6818624931873,1
"273",104,"deviance",36.3301497347096,1
"274",105,"deviance",32.4584816187649,1
"275",106,"deviance",43.7770717738878,1
"276",107,"deviance",30.7860255856425,1
"277",108,"deviance",32.5336649943961,1
"278",109,"deviance",35.4524368319548,1
"279",110,"deviance",30.1653331318376,1
"280",111,"deviance",31.7120557811443,1
"281",112,"deviance",32.1685394374791,1
"282",113,"deviance",34.4071376725161,1
"283",114,"deviance",30.6943829368814,1
"284",115,"deviance",32.9075690057829,1
"285",116,"deviance",35.9229274457825,1
"286",117,"deviance",34.5330257393003,1
"287",118,"deviance",37.7456353688487,1
"288",119,"deviance",32.0903845937748,1
"289",120,"deviance",33.9779853570785,1
"290",121,"deviance",30.9822708785385,1
"291",122,"deviance",31.9266244584238,1
"292",123,"deviance",43.4361816077776,1
"293",124,"deviance",32.5107378436486,1
"294",125,"deviance",31.6289063744467,1
"295",126,"deviance",34.6239748342525,1
"296",127,"deviance",31.2210334186616,1
"297",128,"deviance",33.1149730892695,1
"298",129,"deviance",32.9447908954908,1
"299",130,"deviance",42.757399215592,1
"300",131,"deviance",39.9207926133261,1
"301",132,"deviance",36.7530795271101,1
"302",133,"deviance",30.2114859394197,1
"303",134,"deviance",33.4943569464274,1
"304",135,"deviance",31.2143052484216,1
"305",136,"deviance",32.4113484135404,1
"306",137,"deviance",40.9785226677477,1
"307",138,"deviance",34.6909859667967,1
"308",139,"deviance",32.2167457329612,1
"309",140,"deviance",32.511570042973,1
"310",141,"deviance",30.3858406112304,1
"311",142,"deviance",31.5071734192325,1
"312",143,"deviance",31.6612479685494,1
"313",144,"deviance",34.1917686606212,1
"314",145,"deviance",34.5736461113217,1
"315",146,"deviance",33.5494497438938,1
"316",147,"deviance",33.2883180112649,1
"317",148,"deviance",34.8209349338663,1
"318",149,"deviance",31.7022573922708,1
"319",150,"deviance",35.3401882794497,1
"320",151,"deviance",38.655714633532,1
"321",152,"deviance",31.7153038713514,1
"322",153,"deviance",34.019522671829,1
"323",154,"deviance",32.161064272487,1
"324",155,"deviance",34.6316139453728,1
"325",156,"deviance",33.5040986875354,1
"326",157,"deviance",30.8002944859687,1
"327",158,"deviance",33.2212178775831,1
"328",159,"deviance",30.3513009550242,1
"329",160,"deviance",30.4249805966119,1
"330",161,"deviance",33.4932416329926,1
"331",162,"deviance",33.187521332861,1
"332",163,"deviance",38.7473537341716,1
"333",164,"deviance",30.9206123207096,1
"334",165,"deviance",31.8680872735857,1
"335",166,"deviance",35.5002460121113,1
"336",167,"deviance",40.0688816514914,1
"337",168,"deviance",34.0422165236554,1
"338",169,"deviance",34.4946740260228,1
"339",1,"r0",1.07067629972305,1
"340",2,"r0",0.225669264920376,1
"341",3,"r0",0.0442002144586179,1
"342",4,"r0",0.417181573846078,1
"343",5,"r0",0.608972642567257,1
"344",6,"r0",1.60336745381689,1
"345",7,"r0",1.73948704159144,1
"346",8,"r0",0.657914050870552,1
"347",9,"r0",0.31150575612398,1
"348",10,"r0",1.70506893096128,1
"349",11,"r0",0.650648311659127,1
"350",12,"r0",1.37422661651484,1
"351",13,"r0",0.650682825921464,1
"352",14,"r0",0.244652289918643,1
"353",15,"r0",2.27075968818578,1
"354",16,"r0",0.67022684756608,1
"355",17,"r0",0.433304958626308,1
"356",18,"r0",1.56312815943065,1
"357",19,"r0",1.93079993860988,1
"358",20,"r0",0.902899795354793,1
"359",21,"r0",1.72534086448871,1
"360",22,"r0",0.928127616636867,1
"361",23,"r0",0.130330799073908,1
"362",24,"r0",0.574055214646678,1
"363",25,"r0",1.51941801207637,1
"364",26,"r0",0.163759157599784,1
"365",27,"r0",0.911139466283387,1
"366",28,"r0",0.355952118908231,1
"367",29,"r0",0.82479767311559,1
"368",30,"r0",0.502707026717684,1
"369",31,"r0",1.41757409136291,1
"370",32,"r0",0.797723515401703,1
"371",33,"r0",0.483905067042594,1
"372",34,"r0",0.657530481925251,1
"373",35,"r0",0.749763492504348,1
"374",36,"r0",0.957247528559031,1
"375",37,"r0",1.64691268923751,1
"376",38,"r0",0.638488542753117,1
"377",39,"r0",0.334452857674226,1
"378",40,"r0",0.745884486016324,1
"379",41,"r0",1.41951651762163,1
"380",42,"r0",0.706640885864122,1
"381",43,"r0",0.330146230089369,1
"382",44,"r0",0.622978759919596,1
"383",45,"r0",0.634304358855756,1
"384",46,"r0",0.728306117349561,1
"385",47,"r0",0.474913450796435,1
"386",48,"r0",1.35041505541528,1
"387",49,"r0",0.84041365944616,1
"388",50,"r0",1.68571937101686,1
"389",51,"r0",0.445504095798338,1
"390",52,"r0",0.553335502650028,1
"391",53,"r0",0.184485008414832,1
"392",54,"r0",0.87003390726664,1
"393",55,"r0",2.61586333064995,1
"394",56,"r0",1.4931417342087,1
"395",57,"r0",1.16144504977157,1
"396",58,"r0",1.34139334031468,1
"397",59,"r0",0.397030309890493,1
"398",60,"r0",0.499881770267342,1
"399",61,"r0",0.514471942768646,1
"400",62,"r0",1.51359273999203,1
"401",63,"r0",0.338304682267657,1
"402",64,"r0",0.70182845861151,1
"403",65,"r0",0.533169384222897,1
"404",66,"r0",0.926215690219554,1
"405",67,"r0",1.04761823397491,1
"406",68,"r0",0.883235300472251,1
"407",69,"r0",1.25245654949595,1
"408",70,"r0",0.941824592379469,1
"409",71,"r0",0.687378917993487,1
"410",72,"r0",0.676198345932117,1
"411",73,"r0",1.98855754263415,1
"412",74,"r0",0.636414373558642,1
"413",75,"r0",0.633090431859986,1
"414",76,"r0",0.641280577795593,1
"415",77,"r0",0.239729482381238,1
"416",78,"r0",1.04343051133119,1
"417",79,"r0",0.909366722589162,1
"418",80,"r0",0.354279281661575,1
"419",81,"r0",0.773459299008714,1
"420",82,"r0",0.130335596769149,1
"421",83,"r0",1.28983419817144,1
"422",84,"r0",0.804867259443229,1
"423",85,"r0",0.921112493351211,1
"424",86,"r0",0.388143845471678,1
"425",87,"r0",0.926097234813906,1
"426",88,"r0",0.126033351539375,1
"427",89,"r0",1.51977835961326,1
"428",90,"r0",0.52016195405695,1
"429",91,"r0",0.669300933414736,1
"430",92,"r0",0.125879626744832,1
"431",93,"r0",1.03580238694023,1
"432",94,"r0",0.862398438535124,1
"433",95,"r0",0.29042752008455,1
"434",96,"r0",0.455995514040492,1
"435",97,"r0",0.81519724417159,1
"436",98,"r0",0.355572955850422,1
"437",99,"r0",0.408885399252842,1
"438",100,"r0",0.853060162169264,1
"439",101,"r0",1.63535012318032,1
"440",102,"r0",1.38963644510533,1
"441",103,"r0",1.00277029161488,1
"442",104,"r0",2.67814281778844,1
"443",105,"r0",0.661014311224533,1
"444",106,"r0",2.0863414269346,1
"445",107,"r0",0.771266186406834,1
"446",108,"r0",0.260772727337669,1
"447",109,"r0",0.578817876653485,1
"448",110,"r0",1.0460726392764,1
"449",111,"r0",0.712724893663083,1
"450",112,"r0",1.21396942689643,1
"451",113,"r0",0.275186290448887,1
"452",114,"r0",0.332571379407451,1
"453",115,"r0",0.455044170832019,1
"454",116,"r0",0.378641580477171,1
"455",117,"r0",0.398399611910992,1
"456",118,"r0",0.31851193728045,1
"457",119,"r0",0.397174533874152,1
"458",120,"r0",0.412792564656409,1
"459",121,"r0",0.128199118967407,1
"460",122,"r0",2.0559478940471,1
"461",123,"r0",0.0897786317330436,1
"462",124,"r0",1.60014123060009,1
"463",125,"r0",0.872319098120165,1
"464",126,"r0",0.399029170572841,1
"465",127,"r0",0.57575331095888,1
"466",128,"r0",0.564817204360166,1
"467",129,"r0",1.02749169450397,1
"468",130,"r0",0.0508165318334007,1
"469",131,"r0",0.134978122122178,1
"470",132,"r0",1.42263906171158,1
"471",133,"r0",1.70253743593284,1
"472",134,"r0",1.16776807465476,1
"473",135,"r0",1.42096758287985,1
"474",136,"r0",1.31586839143476,1
"475",137,"r0",0.832539597695648,1
"476",138,"r0",1.39074820961372,1
"477",139,"r0",0.803947920632155,1
"478",140,"r0",1.49680924755908,1
"479",141,"r0",0.869976295078015,1
"480",142,"r0",1.72328371354174,1
"481",143,"r0",0.907244455822618,1
"482",144,"r0",0.431933329947765,1
"483",145,"r0",0.254674406993623,1
"484",146,"r0",1.36922746327831,1
"485",147,"r0",0.367218615760971,1
"486",148,"r0",0.342220183135632,1
"487",149,"r0",0.628768122217789,1
"488",150,"r0",0.757186937726104,1
"489",151,"r0",1.58366594457517,1
"490",152,"r0",0.391932792764292,1
"491",153,"r0",0.294672617910023,1
"492",154,"r0",1.47522295105824,1
"493",155,"r0",0.487163628733506,1
"494",156,"r0",0.603606419821674,1
"495",157,"r0",0.986253002284126,1
"496",158,"r0",0.717846688933272,1
"497",159,"r0",1.50970944808046,1
"498",160,"r0",0.733252399022796,1
"499",161,"r0",1.66662206715925,1
"500",162,"r0",0.176109713388907,1
"501",163,"r0",0.145839395629828,1
"502",164,"r0",1.31290495597178,1
"503",165,"r0",0.70081800459745,1
"504",166,"r0",2.24893210154765,1
"505",167,"r0",0.606144129703868,1
"506",168,"r0",2.10675353846915,1
"507",169,"r0",0.168512787504978,1
"508",1,"stdQ",0.0577272010423034,1
"509",2,"stdQ",0.0493514197882426,1
"510",3,"stdQ",0.0500277867953211,1
"511",4,"stdQ",0.0608194834942382,1
"512",5,"stdQ",0.0493356926504564,1
"513",6,"stdQ",0.0543651103837787,1
"514",7,"stdQ",0.0521625800351502,1
"515",8,"stdQ",0.0495437848004216,1
"516",9,"stdQ",0.0521883251817055,1
"517",10,"stdQ",0.0428321911427611,1
"518",11,"stdQ",0.0394120640130812,1
"519",12,"stdQ",0.0488602320092539,1
"520",13,"stdQ",0.0548590928468058,1
"521",14,"stdQ",0.0550711306738394,1
"522",15,"stdQ",0.053032693054292,1
"523",16,"stdQ",0.0541736954259752,1
"524",17,"stdQ",0.0599465873656789,1
"525",18,"stdQ",0.0425978350560427,1
"526",19,"stdQ",0.041446545270014,1
"527",20,"stdQ",0.0631332620385043,1
"528",21,"stdQ",0.0494487991624366,1
"529",22,"stdQ",0.0440442303421163,1
"530",23,"stdQ",0.0480930579056337,1
"531",24,"stdQ",0.0567652096250589,1
"532",25,"stdQ",0.0469454042125332,1
"533",26,"stdQ",0.0551875950847419,1
"534",27,"stdQ",0.0522204364541511,1
"535",28,"stdQ",0.0474277504365006,1
"536",29,"stdQ",0.0387518278626142,1
"537",30,"stdQ",0.0429673280224694,1
"538",31,"stdQ",0.0446828752781471,1
"539",32,"stdQ",0.041755309625412,1
"540",33,"stdQ",0.0561618130990666,1
"541",34,"stdQ",0.0490590992710771,1
"542",35,"stdQ",0.0514551964183821,1
"543",36,"stdQ",0.0498044740774072,1
"544",37,"stdQ",0.0587035867867212,1
"545",38,"stdQ",0.0477597451553066,1
"546",39,"stdQ",0.0580797534557401,1
"547",40,"stdQ",0.0466724049854371,1
"548",41,"stdQ",0.038987621941385,1
"549",42,"stdQ",0.0449037477798475,1
"550",43,"stdQ",0.0510046304643509,1
"551",44,"stdQ",0.0465703237345577,1
"552",45,"stdQ",0.0463608771952739,1
"553",46,"stdQ",0.0536726439366377,1
"554",47,"stdQ",0.042413852239181,1
"555",48,"stdQ",0.0481517091630937,1
"556",49,"stdQ",0.0528277925555905,1
"557",50,"stdQ",0.0491377443416931,1
"558",51,"stdQ",0.0567364270994448,1
"559",52,"stdQ",0.0482345035570323,1
"560",53,"stdQ",0.0717040177873098,1
"561",54,"stdQ",0.0573529146710936,1
"562",55,"stdQ",0.0506173534612503,1
"563",56,"stdQ",0.0458772162061163,1
"564",57,"stdQ",0.0431533358576336,1
"565",58,"stdQ",0.0459506557478225,1
"566",59,"stdQ",0.0504459661542195,1
"567",60,"stdQ",0.0587898981926568,1
"568",61,"stdQ",0.0460118796947497,1
"569",62,"stdQ",0.0486171449168091,1
"570",63,"stdQ",0.0579680593283924,1
"571",64,"stdQ",0.0450780809069462,1
"572",65,"stdQ",0.0505254122390196,1
"573",66,"stdQ",0.0444456615366898,1
"574",67,"stdQ",0.0678441320492236,1
"575",68,"stdQ",0.0515625283049457,1
"576",69,"stdQ",0.046521463356505,1
"577",70,"stdQ",0.0416579683950664,1
"578",71,"stdQ",0.0384758970034512,1
"579",72,"stdQ",0.0499752125465364,1
"580",73,"stdQ",0.0543964894372469,1
"581",74,"stdQ",0.0454856157018135,1
"582",75,"stdQ",0.0550526149193964,1
"583",76,"stdQ",0.0611175444192084,1
"584",77,"stdQ",0.0452855224442656,1
"585",78,"stdQ",0.047619811338753,1
"586",79,"stdQ",0.0475497458051934,1
"587",80,"stdQ",0.0566212789899582,1
"588",81,"stdQ",0.0511029785504197,1
"589",82,"stdQ",0.0380122023801856,1
"590",83,"stdQ",0.0382109233939948,1
"591",84,"stdQ",0.0523940379039217,1
"592",85,"stdQ",0.0503494136916684,1
"593",86,"stdQ",0.0523704488641281,1
"594",87,"stdQ",0.041534447010072,1
"595",88,"stdQ",0.043666932728975,1
"596",89,"stdQ",0.0521583949860674,1
"597",90,"stdQ",0.0479413885348492,1
"598",91,"stdQ",0.0610147203314269,1
"599",92,"stdQ",0.0510811235114589,1
"600",93,"stdQ",0.0439237062867469,1
"601",94,"stdQ",0.0513498478971263,1
"602",95,"stdQ",0.0399611388681666,1
"603",96,"stdQ",0.0541857646168325,1
"604",97,"stdQ",0.0487792320380706,1
"605",98,"stdQ",0.0388290718823499,1
"606",99,"stdQ",0.049211156661972,1
"607",100,"stdQ",0.0620614316130179,1
"608",101,"stdQ",0.038340291330348,1
"609",102,"stdQ",0.0411693652261475,1
"610",103,"stdQ",0.0571714067608944,1
"611",104,"stdQ",0.0527488443356563,1
"612",105,"stdQ",0.0441335000904009,1
"613",106,"stdQ",0.0498508824458529,1
"614",107,"stdQ",0.0488060340322862,1
"615",108,"stdQ",0.050613625899999,1
"616",109,"stdQ",0.0495498594793296,1
"617",110,"stdQ",0.0452761489581479,1
"618",111,"stdQ",0.0440200415489799,1
"619",112,"stdQ",0.0450373807448317,1
"620",113,"stdQ",0.0422353513643758,1
"621",114,"stdQ",0.0478212242605324,1
"622",115,"stdQ",0.0491103151112462,1
"623",116,"stdQ",0.0582437945966946,1
"624",117,"stdQ",0.0455442464524544,1
"625",118,"stdQ",0.0386515871207823,1
"626",119,"stdQ",0.0482026318799798,1
"627",120,"stdQ",0.0472511476637435,1
"628",121,"stdQ",0.0463157912942332,1
"629",122,"stdQ",0.0506100080964944,1
"630",123,"stdQ",0.0562032166177015,1
"631",124,"stdQ",0.0542537257709082,1
"632",125,"stdQ",0.0447703364669869,1
"633",126,"stdQ",0.0533961966713967,1
"634",127,"stdQ",0.0452522462036206,1
"635",128,"stdQ",0.0538486112037076,1
"636",129,"stdQ",0.0475557641611357,1
"637",130,"stdQ",0.0559373996102502,1
"638",131,"stdQ",0.0499455802687215,1
"639",132,"stdQ",0.056379005971619,1
"640",133,"stdQ",0.0457137211845767,1
"641",134,"stdQ",0.0510341301633981,1
"642",135,"stdQ",0.0479282968393826,1
"643",136,"stdQ",0.0535628752404607,1
"644",137,"stdQ",0.0636114354785431,1
"645",138,"stdQ",0.0383584763174117,1
"646",139,"stdQ",0.0492439489094869,1
"647",140,"stdQ",0.0411336577463357,1
"648",141,"stdQ",0.0483268014410766,1
"649",142,"stdQ",0.0418796467369571,1
"650",143,"stdQ",0.0495789647271671,1
"651",144,"stdQ",0.0401069824371927,1
"652",145,"stdQ",0.0519162107407811,1
"653",146,"stdQ",0.0409802987090705,1
"654",147,"stdQ",0.045061434913952,1
"655",148,"stdQ",0.0538369859320443,1
"656",149,"stdQ",0.0473438446351128,1
"657",150,"stdQ",0.0522773303439393,1
"658",151,"stdQ",0.0488741505367896,1
"659",152,"stdQ",0.045850623092499,1
"660",153,"stdQ",0.0544574403396823,1
"661",154,"stdQ",0.0457852822999156,1
"662",155,"stdQ",0.0392322791682067,1
"663",156,"stdQ",0.0515841419826661,1
"664",157,"stdQ",0.0506550156655396,1
"665",158,"stdQ",0.0545395342367583,1
"666",159,"stdQ",0.045921873967316,1
"667",160,"stdQ",0.0424508965044811,1
"668",161,"stdQ",0.0416232870538284,1
"669",162,"stdQ",0.0394256034226955,1
"670",163,"stdQ",0.0607940888783641,1
"671",164,"stdQ",0.0478482935088555,1
"672",165,"stdQ",0.0448144437145303,1
"673",166,"stdQ",0.040758510134057,1
"674",167,"stdQ",0.0577189370774722,1
"675",168,"stdQ",0.0461669225523969,1
"676",169,"stdQ",0.0539658332968639,1
"677",1,"theta",4.18348188460629,1
"678",2,"theta",0.552166139449124,1
"679",3,"theta",2.81000196862035,1
"680",4,"theta",5.52365164062186,1
"681",5,"theta",7.64286637197191,1
"682",6,"theta",4.54227049811464,1
"683",7,"theta",5.22546238510833,1
"684",8,"theta",3.62214110550283,1
"685",9,"theta",4.4238556870089,1
"686",10,"theta",5.09785935266309,1
"687",11,"theta",2.51314838866735,1
"688",12,"theta",5.48317254391477,1
"689",13,"theta",1.07217517651549,1
"690",14,"theta",7.75840645469434,1
"691",15,"theta",5.61525622208782,1
"692",16,"theta",4.18362808167923,1
"693",17,"theta",7.5906873391975,1
"694",18,"theta",4.51824092838552,1
"695",19,"theta",5.55801067917008,1
"696",20,"theta",3.87136014342157,1
"697",21,"theta",5.92680657079393,1
"698",22,"theta",4.13068918646612,1
"699",23,"theta",2.90060752367627,1
"700",24,"theta",2.37515623476333,1
"701",25,"theta",5.41616450048076,1
"702",26,"theta",7.48620829681464,1
"703",27,"theta",7.81394918704367,1
"704",28,"theta",2.65362220137899,1
"705",29,"theta",7.85385872194884,1
"706",30,"theta",7.71085349271361,1
"707",31,"theta",5.23532170934463,1
"708",32,"theta",5.23446168289718,1
"709",33,"theta",7.99570368739366,1
"710",34,"theta",4.72155718113439,1
